Source,Primary ID,Title,Alternative title,Contributor,Abstract,Date,Genre,Topical subject,Name subject,Geographic subject,Title subject,Temporal subject,Language,Type of resource,Place of publication,Publisher,Form,Extent,Notes,Link,Image
LoC,ca21000331/,"The history of equal suffrage in Colorado, 1868-1898","Equal suffrage in Colorado, 1868-1898","Brown, J. G. (Joseph G.) 1844-|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)",Colorado women were enfranchised in 1898. This book details the history of that struggle. It includes a discussion of the growth of Colorado women's clubs as an important factor in the campaign. It also provides lists of suffrage workers and of women who have been elected and appointed to positions in Colorado government in the late nineteenth century.,1898,,Women|Suffrage|Women|Political activity,,Colorado|Colorado,,,,text,"cou|Denver, Colo",News Job Printing Co.,print,59 p. ; 16 cm,statement of responsibility: by Joseph G. Brown ; endorsed by the Non-Partisan Colorado Equal Suffrage Association.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/ca21000331/,http://cdn.loc.gov/service/rbc/rbnawsa/n1331/001.gif
LoC,09029195/,Equal suffrage: the results of an investigation in Colorado made for the Collegiate Equal Suffrage League of New York State,,"Sumner, Helen L. (Helen Laura) 1876-1933|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","An examination of the effects of woman suffrage on ""political and social life,"" using Colorado as a case study.",1909,,Women|Suffrage,Collegiate Equal Suffrage League.,Colorado,,,,text,nyu|New York|London,"Harper & Brothers, Publishers",print,"xxxv, [1], 281, [1] p. ; 22 cm.","statement of responsibility: by Helen L. Sumner, Ph.D.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/09029195/,http://cdn.loc.gov/service/rbc/rbnawsa/n9195/001.gif
LoC,39023154/,"Suffrage conferred by the Fourteenth Amendment: woman's suffrage in the Supreme Court of the District of Columbia, in general term, October, 1871 : Sara J. Spencer vs. The Board of Registration, and Sarah E. Webster vs. The Judges of Election : argument of the counsel for the plaintiffs : with the opinions of the court","Woman's suffrage in the Supreme Court of the District of Columbia, in general term, October 1871|Woman's suffrage|Arguments of counsel and opinion of the Supreme Court of the District of Columbia, on the woman's suffrage question","Riddle, A. G. (Albert Gallatin) 1816-1902|Miller, Francis active 1871-1874|Spencer, Sara J. (Sara Jane) 1837-1909|Webster, Sarah E.|Clephane, James O. (James Ogilvie) 1842-1910|Catt, Carrie Chapman 1859-1947|District of Columbia Supreme Court (1863-1936)|National American Woman Suffrage Association Collection (Library of Congress)|Joseph Meredith Toner Collection (Library of Congress)","Sara J. Spencer and Sarah E. Webster each brought cases before the court in the District of Columbia arguing that they were enfranchised by the Fourteenth Amendment. This pamphlet contains the arguments of their lawyers in this regard and the decision of the supreme court of the District of Columbia, denying their claim.",1871,,Women|Suffrage,"Spencer, Sara J. (Sara Jane) 1837-1909|Webster, Sarah E|United States. 14th Amendment.",Washington (D.C.),"Constitution, 14th Amendment",,,text,"dcu|Washington, D.C","Judd & Detweiler, Printers and Publishers",print,72 p. ; 23 cm.,statement of responsibility: reported by J.O. Clephane.|general: Arguments of A.G. Riddle and Francis Miller.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/39023154/,http://cdn.loc.gov/service/rbc/rbnawsa/n3154/001.gif
LoC,06044547/,"Report of the Woman's Rights Meeting, at Mercantile Hall, May 27, 1859",,"Woman's Rights Meeting (1859 : Boston, Mass.)|Catt, Carrie Chapman 1859-1947|Susan B. Anthony Collection (Library of Congress)|National American Woman Suffrage Association Collection (Library of Congress)","This is a report of a meeting held in Boston, Massachusetts, concerning women's rights in New England. Among the speakers were Wendell Phillips, Caroline Dall, Harriot Hunt, James Freeman Clarke, and John T. Sargent.",1859,conference publication,Women's rights,,United States,,,,text,mau|Boston,Published by S. Urbino,microfilm,32 p. ; 24 cm.,"additional physical form: Also available in digital form on the Library of Congress Web site, and on microfilm (Microfilm 59298 JK).",https://www.loc.gov/item/06044547/,http://cdn.loc.gov/service/rbc/rbnawsa/n4547/001.gif
LoC,26008049/,"Massachusetts in the woman suffrage movement: a general, political, legal and legislative history from 1774, to 1881",,"Robinson, Harriet Jane Hanson 1825-1911|National American Woman Suffrage Association Collection (Library of Congress)","Harriet Hanson was a Lowell mill operative in the 1830s and 1840s when she wrote ""Loom and Spindle."" In 1848, she married William Stevens Robinson, editor of the ""Lowell courier."" After the Civil War both Harriet and her husband became steadfast supporters of woman suffrage. This book by Robinson deals with the woman suffrage campaign in Massachusetts from 1774 to 1881. The writing is rather dry, but it includes a very good 88-page appendix containing a detailed description of the Lowell Mill; accounts of various attempts by women to gain limited access to voting rights; and statistical information on women's employment.",1883,,Women|Suffrage,,Massachusetts,,,,text,mau|Boston,Roberts Brothers,print,"xi, [6]-279 p. ; 18 cm.",statement of responsibility: by Harriet H. Robinson ...|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/26008049/,http://cdn.loc.gov/service/rbc/rbnawsa/n8049/001.gif
LoC,09032760/,Woman suffrage in New Jersey,,"Stone, Lucy 1818-1893|Stone, Lucy 1818-1893|New Jersey Legislature.|National American Woman Suffrage Association Collection (Library of Congress)",,[1867?],,Women|Suffrage,,New Jersey,,,,text,mau|Boston,"C.H. Simonds & Co., Printers",print,24 p. ; 24 cm.,"statement of responsibility: an address delivered by Lucy Stone, at a hearing before the New Jersey Legislature, March 6th, 1867.|additional physical form: Also available in digital form on the Library of, Congress Web site.",https://www.loc.gov/item/09032760/,http://cdn.loc.gov/service/rbc/rbnawsa/n2760/001.gif
LoC,18007111/,The woman voter's manual,,"Forman, S. E. (Samuel Eagle) 1858-1941|Shuler, Marjorie|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",A good general explanation of American government. There are some interesting illustrations here summarizing legislation affecting women and children throughout the United States.,1918,,Women|Suffrage|Politics and government,,United States|United States,,,,text,nyu|New York,The Century Co.,print,"xviii, [8], 3-180 p. : front. (diagr.), illus., map ; 18 cm.",statement of responsibility: by S.E. Forman and Marjorie Shuler ; with an introduction by Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/18007111/,http://cdn.loc.gov/service/rbc/rbnawsa/n7111/001.gif
LoC,97187514/,"An account of the proceedings on the trial of Susan B. Anthony on the charge of illegal voting at the Presidential election in Nov., 1872, and on the trial of Beverly W. Jones, Edwin T. Marsh and William B. Hall, the inspectors of elections by whom her vote was received",,"Anthony, Susan B. (Susan Brownell) 1820-1906|Catt, Carrie Chapman 1859-1947|United States Circuit Court (New York : Northern District)|Susan B. Anthony Collection (Library of Congress)|National American Woman Suffrage Association Collection (Library of Congress)",,1874,,Trials (Political crimes and offenses)|Election law|Criminal provisions|Women|Suffrage,"Anthony, Susan B. (Susan Brownell) 1820-1906",New York (State)|Canandaigua|United States|United States,,,,text,"nyu|Rochester, N.Y",Daily Democrat and Chronicle Book Print,print,"vii, 212 p. ; 23 cm.","general: LC copy has annotations, a newspaper clipping, and a letter and two congressional documents tipped after the text.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/97187514/,http://cdn.loc.gov/service/rbc/rbnawsa/n2152/001.gif
LoC,07039901/,"Hearing before the United States Senate Committee on Woman Suffrage, held in the Marble Room of the United States Senate on the 13th day of February, 1900, at 10 o'clock a. m",,"United States Congress. Senate. Committee on Woman Suffrage.|Shaw, Anna Howard 1847-1919|United States Congress Senate. (56th, 1st session : 1899-1900).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1900]|1900,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,45 p. : tables. ; 23 cm.,"general: Caption title.|general: John W. Daniel, chairman.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/07039901/,http://cdn.loc.gov/service/rbc/rbnawsa/n9901/001.gif
LoC,02024783/,"Woman suffrage: hearing before the Select Committee on Woman Suffrage, United States Senate, on the joint resolution (S. R. 53) proposing an amendment to the Constitution of the United States, extending the right of suffrage to women. [February 18, 1902]",,"United States Congress. Senate. Committee on Woman Suffrage.|Shaw, Anna Howard 1847-1919|United States Congress Senate. (57th, 1st session : 1901-1902).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1902,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,39 p. ; 24 cm.,additional physical form: Also available in digital form on the Library of Congress Web site.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/02024783/,http://cdn.loc.gov/service/rbc/rbnawsa/n4783/001.gif
LoC,07039898/,"Hearing of the Woman Suffrage Association before the Committee on the Judiciary, Monday, January 18, 1892",,"United States Congress. House. Committee on the Judiciary.|Shaw, Anna Howard 1847-1919|National Woman Suffrage Association (U.S.)|United States Congress House. (52nd, 1st session : 1891-1892).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)","This pamphlet contains speeches by Elizabeth Cady Stanton, Lucy Stone, Isabella Beecher Hooker, and Susan B. Anthhony.",1892]|1892,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,8 p. ; 23 cm.,general: Caption title.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/07039898/,http://cdn.loc.gov/service/rbc/rbnawsa/n9898/001.gif
LoC,07039900/,"Woman suffrage: hearing before the Committee on Judiciary of the House of Representatives, Tuesday, February 13, 1900",,"United States Congress. House. Committee on the Judiciary.|Shaw, Anna Howard 1847-1919|United States Congress House. (56th, 1st session : 1899-1900).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1900]|1900,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,35 p. ; 23 cm.,general: Caption title.|additional physical form: Also available in digital form on the Library of Congress Web site.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/07039900/,http://cdn.loc.gov/service/rbc/rbnawsa/n9900/001.gif
LoC,02024776/,"Woman suffrage: hearing before the Committee on the Judiciary of the House of Representatives, Tuesday, February 18, 1902",,"United States Congress. House. Committee on the Judiciary.|Shaw, Anna Howard 1847-1919|United States Congress House. (57th, 1st session : 1901-1902).|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1902]|1902,government publication,Women|Suffrage,,United States,,,,text,dcu|Washington,Government Printing Office,print,23 p. ; 23 cm.,general: Caption title.|additional physical form: Also available in digital form on the Library of Congress Web site.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/02024776/,http://cdn.loc.gov/service/rbc/rbnawsa/n4776/001.gif
LoC,14005852/,The legal status of women,,"Cassidy, Jessie J. (Jessie Jane) 1861-|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association|National American Woman Suffrage Association Collection (Library of Congress)","In a series of seven chapters, Saunders undertakes an examination of the legal status of women in the United States concerning the property rights of married women -- including intestate estates and the right to support, divorce, child custody, rape and the age of consent, female criminality, and woman suffrage. Each chapter contains a brief overview, followed by a state-by state analysis of women's status. Also contains some interesting tables.",1897,,"Women|Legal status, laws, etc|Women's rights",,United States|United States,,,,text,nyu|New York,The National-American Woman Suffrage Association,print,116 p. ; 17 cm.,statement of responsibility: compiled by Jessie J. Cassidy.|bibliography: Bibliography: p. 116.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/14005852/,http://cdn.loc.gov/service/rbc/rbnawsa/n5852/001.gif
LoC,04033078/,"Woman suffrage: the argument of Carrie S. Burnham before Chief Justice Reed, and Associate Justices Agnew, Sharswood and Mercur, of the Supreme Court of Pennsylvania, in banc, on the third and fourth of April, 1873 ; with an appendix containing the opinion of Hon. George Sharswood and a complete history of the case ; also, a compilation of the laws of  Pennsylvania touching the rights of women",Citizen suffrage,"Burnham, Carrie S. (Carrie Sylvester) 1838-1909|Sharswood, George 1810-1883|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","Carrie S. Burnham tried to vote in the state of Pennsylvania in 1871. This pamphlet concerns her arguments before the Supreme Court of Pennsylvania about why she was entitled to vote. In addition to Burnham's argument, it also contains the opinion of Justice Sharswood and a brief history of the laws of Pennsylvania regarding women. The case revolved around the use of the word ""freemen,"" which, Burnham argued, applied to her; the court disagreed. Further, Sharswood argued that citizenship did not entitle one to the franchise; so, although women were citizens, their condition of citizenship did not automatically entitle them to vote.",1873,biography,Women|Suffrage,,Pennsylvania,,,,text,pau|Philadelphia,Citizen's Suffrage Association,print,112 p. ; 23 cm.,additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/04033078/,http://cdn.loc.gov/service/rbc/rbnawsa/n3078/001.gif
LoC,17004988/,Woman suffrage by federal constitutional amendment,,"Catt, Carrie Chapman 1859-1947|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","This collection of essays focuses on the various arguments for and against woman suffrage by federal constitutional amendment rather than by individual states. An essay by Henry Wade Rogers provides an interesting counterpoint to another volume in this collection, ""Woman's Suffrage by Constitutional Amendment,"" by Henry St. George Tucker [Section VII, no. 380].",1917,,Women|Suffrage,,United States,,,,text,nyu|New York,"Published by National Woman Suffrage Publishing Co., Inc.",print,"8 p.l., 100 p. ; 19 cm.",statement of responsibility: compiled by Carrie Chapman Catt.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/17004988/,http://cdn.loc.gov/service/rbc/rbnawsa/n4988/001.gif
LoC,16020450/,Woman's suffrage by Constitutional amendment,,"Tucker, Henry St. George 1853-1932|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","This is a collection of lectures delivered by Tucker in the William Storrs Lecture Series, Yale University Law School, 1916, and originally titled ""Local Self-Government."" One lecture addresses the ways in which the proposal to enfranchise women by Constitutional amendment violates the ""genius"" of the Constitution. Good opposing arguments can be found in ""Woman suffrage by federal Constitutional amendment"" [Library, Carrie Chapman Catt, sec. VII, no. 60].",1916,,Women|Suffrage|States' rights (American politics),,United States,,,,text,ctu|New Haven,Yale University Press,print,"x, 204 p. ; 20 cm.",statement of responsibility: by Henry St. George Tucker.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/16020450/,http://cdn.loc.gov/service/rbc/rbnawsa/n0450/001.gif
LoC,16012646/,Legal status of women in Iowa,,"Wilson, Jennie L. (Jennie Lansley) 1847-|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","Jennie Wilson was a member of the bar in Polk County, Iowa. In this book, she summarizes the legal status of women in such areas as marriage, divorce, property rights, apprenticeships of children, estates and wills, and rape.",1894,,"Women|Legal status, laws, etc",,Iowa,,,,text,iau|Des Moines,Iowa Printing Company,print,83 p. ; 24 cm.,"statement of responsibility: compiled by Jennie L. Wilson, LL. B., member of the Polk County Bar.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/16012646/,http://cdn.loc.gov/service/rbc/rbnawsa/n2646/001.gif
LoC,55045184/,"Address to the Legislature of New-York: adopted by the State Woman's Rights Convention, held at Albany, Tuesday and Wednesday, February 14 and 15, 1854",,"Stanton, Elizabeth Cady 1815-1902|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Susan B. Anthony Collection (Library of Congress)",,1854,,"Women|Legal status, laws, etc|Women's rights",,New York (State)|New York (State),,,,text,nyu|Albany,"Weed, Parsons, and Company",print,19 p. ; 23 cm.,"statement of responsibility: prepared by Elizabeth Cady Stanton of Seneca Falls, N.Y.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/55045184/,http://cdn.loc.gov/service/rbc/rbnawsa/n5184/001.gif
LoC,04024541/,"Memories of Jane Cunningham Croly, ""Jenny June""","Jane Cunningham Croly, ""Jenny June""","Woman's Press Club of New York City|Croly, J. C. (Jane Cunningham) 1829-1901|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","Jane Cunningham Croly was the founder and president of the Women's Press Club of New York City (founded 1889) until her death in 1901. She was also the editor of ""The Cycle,"" and a founding member and former president of Sorosis. This book includes various memorials offered at the time of Croly's death, as well as a collection of her own essays, speeches, and correspondence.",1904,biography,,"Croly, J. C. (Jane Cunningham) 1829-1901",,,,,text,nyu|New York|London,G.P. Putnam's Sons,print,"xi, 233 p. : 4 port. (incl. front.), 3 facsim. ; 21 cm.","general: Includes a biographical sketch by her brother and essays and addresses by her: p. 91-141; notes, letters and stray leaves: p. 143-182.|additional physical form: Also available in digital form on the Library of Congress Web site, and on microfilm (Microfilm 85/9432 PS).",https://www.loc.gov/item/04024541/,http://cdn.loc.gov/service/rbc/rbnawsa/n4541/001.gif
LoC,04015627/,Women and the alphabet: a series of essays,,"Higginson, Thomas Wentworth 1823-1911|Catt, Carrie Chapman 1859-1947|Stone, Lucy 1818-1893|National American Woman Suffrage Association Collection (Library of Congress)|Shapiro Bruce Rogers Collection (Library of Congress)",,1900,,Women|Social and moral questions|Women|Education,,,,,,text,mau|Boston,"Houghton, Mifflin and Co.|Cambridge [Mass.]|Riverside Press",print,"vii, 360 p. ; 20 cm.","statement of responsibility: by Thomas Wentworth Higginson.|general: The first essay ""Ought women to learn the alphabet?"" appeared originally in the ""Atlantic monthly,"" Feb. 1859, the remaining papers in ""Common sense about women,"" which was made up largely of papers from the ""Woman's journal."" cf. Pref.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/04015627/,http://cdn.loc.gov/service/rbc/rbnawsa/n5627/001.gif
LoC,38008512/,Lucy Stone: a chronicle play,,"Park, Maud Wood 1871-1955|Blackwell, Alice Stone 1857-1950|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)",,[c1938]|1938,biography,,"Stone, Lucy 1818-1893",,,,,text,"mau|Boston, Mass",Walter H. Baker Company,print,159 p. : diagrs. ; 20 cm.,"statement of responsibility: by Maud Wood Park ; based on Lucy Stone, pioneer, by Alice Stone Blackwell.|general: On cover: Baker's professional plays.|additional physical form: Also available in digital form on the Library of Congress Web site.",https://www.loc.gov/item/38008512/,http://cdn.loc.gov/service/rbc/rbnawsa/n8512/001.gif
LoC,17007811/,For rent -- one pedestal,,"Shuler, Marjorie.|Catt, Carrie Chapman 1859-1947|National American Woman Suffrage Association Collection (Library of Congress)","This is a series of letters between two fictional characters, Delight Dennison (an out-of-work teacher) and her friend, Barbara Martin. They are set in the community of Canton and document Dennison's transformation from anti-suffragism into an ardent worker for the woman suffrage campaign in her state. There are widespread references here to Canton and to political bossism and also some references to this being a western state. The letters document an unsuccessful state campaign and show how men supported the suffrage campaign.",1917,,Women|Suffrage,,,,,,text,nyu|New York City,"Published by National Woman Suffrage Publishing Co., Inc.",print,"3 p.l., 126 p. ; 20 cm.",statement of responsibility: by Marjorie Shuler.|additional physical form: Also available in digital form on the Library of Congress Web site.,https://www.loc.gov/item/17007811/,http://cdn.loc.gov/service/rbc/rbnawsa/n7811/001.gif
